,TIME,car_num,RATE,RATE_N,value,type
0,2018/6/1 0:00,42,0.35,0.55,0.2,residential
1,2018/6/1 0:05,42,0.35,0.55,,
2,2018/6/1 0:10,41,0.341666667,0.541666667,,
3,2018/6/1 0:15,41,0.341666667,0.541666667,,
4,2018/6/1 0:20,40,0.333333333,0.533333333,,
5,2018/6/1 0:25,40,0.333333333,0.533333333,,
6,2018/6/1 0:30,41,0.341666667,0.541666667,,
7,2018/6/1 0:35,42,0.35,0.55,,
8,2018/6/1 0:40,42,0.35,0.55,,
9,2018/6/1 0:45,42,0.35,0.55,,
10,2018/6/1 0:50,42,0.35,0.55,,
11,2018/6/1 0:55,42,0.35,0.55,,
12,2018/6/1 1:00,42,0.35,0.55,,
13,2018/6/1 1:05,42,0.35,0.55,,
14,2018/6/1 1:10,43,0.358333333,0.558333333,,
15,2018/6/1 1:15,43,0.358333333,0.558333333,,
16,2018/6/1 1:20,43,0.358333333,0.558333333,,
17,2018/6/1 1:25,43,0.358333333,0.558333333,,
18,2018/6/1 1:30,43,0.358333333,0.558333333,,
19,2018/6/1 1:35,43,0.358333333,0.558333333,,
20,2018/6/1 1:40,44,0.366666667,0.566666667,,
21,2018/6/1 1:45,44,0.366666667,0.566666667,,
22,2018/6/1 1:50,44,0.366666667,0.566666667,,
23,2018/6/1 1:55,44,0.366666667,0.566666667,,
24,2018/6/1 2:00,44,0.366666667,0.566666667,,
25,2018/6/1 2:05,44,0.366666667,0.566666667,,
26,2018/6/1 2:10,44,0.366666667,0.566666667,,
27,2018/6/1 2:15,44,0.366666667,0.566666667,,
28,2018/6/1 2:20,44,0.366666667,0.566666667,,
29,2018/6/1 2:25,44,0.366666667,0.566666667,,
30,2018/6/1 2:30,43,0.358333333,0.558333333,,
31,2018/6/1 2:35,43,0.358333333,0.558333333,,
32,2018/6/1 2:40,43,0.358333333,0.558333333,,
33,2018/6/1 2:45,43,0.358333333,0.558333333,,
34,2018/6/1 2:50,42,0.35,0.55,,
35,2018/6/1 2:55,41,0.341666667,0.541666667,,
