,TIME,car_num,RATE,RATE_N,value,type
0,2018/6/1 0:00,454,0.542413381,0.742413381,0.2,commercial
1,2018/6/1 0:05,454,0.542413381,,,
2,2018/6/1 0:10,454,0.542413381,,,
3,2018/6/1 0:15,452,0.540023895,,,
4,2018/6/1 0:20,452,0.540023895,,,
5,2018/6/1 0:25,455,0.543608124,,,
6,2018/6/1 0:30,454,0.542413381,,,
7,2018/6/1 0:35,454,0.542413381,,,
8,2018/6/1 0:40,455,0.543608124,,,
9,2018/6/1 0:45,456,0.544802867,,,
10,2018/6/1 0:50,456,0.544802867,,,
11,2018/6/1 0:55,456,0.544802867,,,
12,2018/6/1 1:00,456,0.544802867,,,
13,2018/6/1 1:05,457,0.545997611,,,
14,2018/6/1 1:10,457,0.545997611,,,
15,2018/6/1 1:15,457,0.545997611,,,
16,2018/6/1 1:20,457,0.545997611,,,
17,2018/6/1 1:25,457,0.545997611,,,
18,2018/6/1 1:30,458,0.547192354,,,
19,2018/6/1 1:35,458,0.547192354,,,
20,2018/6/1 1:40,458,0.547192354,,,
21,2018/6/1 1:45,458,0.547192354,,,
22,2018/6/1 1:50,459,0.548387097,,,
23,2018/6/1 1:55,459,0.548387097,,,
24,2018/6/1 2:00,459,0.548387097,,,
25,2018/6/1 2:05,459,0.548387097,,,
26,2018/6/1 2:10,459,0.548387097,,,
27,2018/6/1 2:15,459,0.548387097,,,
28,2018/6/1 2:20,459,0.548387097,,,
29,2018/6/1 2:25,459,0.548387097,,,
30,2018/6/1 2:30,460,0.54958184,,,
31,2018/6/1 2:35,461,0.550776583,,,
32,2018/6/1 2:40,462,0.551971326,,,
33,2018/6/1 2:45,462,0.551971326,,,
34,2018/6/1 2:50,462,0.551971326,,,
35,2018/6/1 2:55,462,0.551971326,,,
36,2018/6/1 3:00,462,0.551971326,,,
37,2018/6/1 3:05,462,0.551971326,,,
38,2018/6/1 3:10,462,0.551971326,,,
39,2018/6/1 3:15,462,0.551971326,,,
40,2018/6/1 3:20,463,0.553166069,,,
41,2018/6/1 3:25,463,0.553166069,,,
42,2018/6/1 3:30,463,0.553166069,,,
43,2018/6/1 3:35,463,0.553166069,,,
44,2018/6/1 3:40,463,0.553166069,,,
45,2018/6/1 3:45,463,0.553166069,,,
46,2018/6/1 3:50,463,0.553166069,,,
47,2018/6/1 3:55,463,0.553166069,,,
48,2018/6/1 4:00,463,0.553166069,,,
49,2018/6/1 4:05,464,0.554360812,,,
50,2018/6/1 4:10,464,0.554360812,,,
51,2018/6/1 4:15,464,0.554360812,,,
52,2018/6/1 4:20,464,0.554360812,,,
53,2018/6/1 4:25,464,0.554360812,,,
54,2018/6/1 4:30,464,0.554360812,,,
55,2018/6/1 4:35,464,0.554360812,,,
56,2018/6/1 4:40,464,0.554360812,,,
57,2018/6/1 4:45,464,0.554360812,,,
58,2018/6/1 4:50,463,0.553166069,,,
59,2018/6/1 4:55,464,0.554360812,,,
60,2018/6/1 5:00,464,0.554360812,,,
61,2018/6/1 5:05,465,0.555555556,,,
62,2018/6/1 5:10,466,0.556750299,,,
63,2018/6/1 5:15,466,0.556750299,,,
64,2018/6/1 5:20,465,0.555555556,,,
65,2018/6/1 5:25,464,0.554360812,,,
66,2018/6/1 5:30,464,0.554360812,,,
67,2018/6/1 5:35,464,0.554360812,,,
68,2018/6/1 5:40,464,0.554360812,,,
69,2018/6/1 5:45,464,0.554360812,,,
70,2018/6/1 5:50,464,0.554360812,,,
71,2018/6/1 5:55,463,0.553166069,,,
72,2018/6/1 6:00,464,0.554360812,,,
73,2018/6/1 6:05,464,0.554360812,,,
74,2018/6/1 6:10,464,0.554360812,,,
75,2018/6/1 6:15,464,0.554360812,,,
76,2018/6/1 6:20,463,0.553166069,,,
77,2018/6/1 6:25,462,0.551971326,,,
78,2018/6/1 6:30,462,0.551971326,,,
79,2018/6/1 6:35,463,0.553166069,,,
80,2018/6/1 6:40,462,0.551971326,,,
81,2018/6/1 6:45,461,0.550776583,,,
82,2018/6/1 6:50,461,0.550776583,,,
83,2018/6/1 6:55,460,0.54958184,,,
84,2018/6/1 7:00,460,0.54958184,,,
