,TIME,car_num,RATE,RATE_N,value,type
0,2018/6/1 0:00,55,0.224489796,0.424489796,0.2,commercial
1,2018/6/1 0:05,56,0.228571429,0.428571429,,
2,2018/6/1 0:10,55,0.224489796,0.424489796,,
3,2018/6/1 0:15,53,0.216326531,0.416326531,,
4,2018/6/1 0:20,52,0.212244898,0.412244898,,
5,2018/6/1 0:25,51,0.208163265,0.408163265,,
6,2018/6/1 0:30,49,0.2,0.4,,
7,2018/6/1 0:35,49,0.2,0.4,,
8,2018/6/1 0:40,48,0.195918367,0.395918367,,
9,2018/6/1 0:45,49,0.2,0.4,,
10,2018/6/1 0:50,49,0.2,0.4,,
11,2018/6/1 0:55,49,0.2,0.4,,
12,2018/6/1 1:00,49,0.2,0.4,,
13,2018/6/1 1:05,49,0.2,0.4,,
14,2018/6/1 1:10,49,0.2,0.4,,
15,2018/6/1 1:15,49,0.2,0.4,,
16,2018/6/1 1:20,49,0.2,0.4,,
17,2018/6/1 1:25,46,0.187755102,0.387755102,,
18,2018/6/1 1:30,45,0.183673469,0.383673469,,
19,2018/6/1 1:35,45,0.183673469,0.383673469,,
20,2018/6/1 1:40,43,0.175510204,0.375510204,,
21,2018/6/1 1:45,43,0.175510204,0.375510204,,
22,2018/6/1 1:50,43,0.175510204,0.375510204,,
23,2018/6/1 1:55,43,0.175510204,0.375510204,,
24,2018/6/1 2:00,42,0.171428571,0.371428571,,
25,2018/6/1 2:05,42,0.171428571,0.371428571,,
26,2018/6/1 2:10,41,0.167346939,0.367346939,,
27,2018/6/1 2:15,41,0.167346939,0.367346939,,
28,2018/6/1 2:20,41,0.167346939,0.367346939,,
29,2018/6/1 2:25,41,0.167346939,0.367346939,,
30,2018/6/1 2:30,41,0.167346939,0.367346939,,
31,2018/6/1 2:35,41,0.167346939,0.367346939,,
32,2018/6/1 2:40,41,0.167346939,0.367346939,,
33,2018/6/1 2:45,41,0.167346939,0.367346939,,
34,2018/6/1 2:50,41,0.167346939,0.367346939,,
35,2018/6/1 2:55,41,0.167346939,0.367346939,,
36,2018/6/1 3:00,41,0.167346939,0.367346939,,
37,2018/6/1 3:05,40,0.163265306,0.363265306,,
38,2018/6/1 3:10,40,0.163265306,0.363265306,,
39,2018/6/1 3:15,40,0.163265306,0.363265306,,
40,2018/6/1 3:20,40,0.163265306,0.363265306,,
41,2018/6/1 3:25,40,0.163265306,0.363265306,,
42,2018/6/1 3:30,40,0.163265306,0.363265306,,
43,2018/6/1 3:35,41,0.167346939,0.367346939,,
44,2018/6/1 3:40,41,0.167346939,0.367346939,,
45,2018/6/1 3:45,41,0.167346939,0.367346939,,
46,2018/6/1 3:50,41,0.167346939,0.367346939,,
47,2018/6/1 3:55,41,0.167346939,0.367346939,,
48,2018/6/1 4:00,41,0.167346939,0.367346939,,
49,2018/6/1 4:05,41,0.167346939,0.367346939,,
