,TIME,car_num,RATE,RATE_N,value,type
0,2018/6/1 0:00,96,0.115662651,0.115662651,0.0,commercial
1,2018/6/1 0:05,95,0.114457831,0.114457831,,
2,2018/6/1 0:10,94,0.113253012,0.113253012,,
3,2018/6/1 0:15,92,0.110843373,0.110843373,,
4,2018/6/1 0:20,91,0.109638554,0.109638554,,
5,2018/6/1 0:25,90,0.108433735,0.108433735,,
6,2018/6/1 0:30,91,0.109638554,0.109638554,,
7,2018/6/1 0:35,91,0.109638554,0.109638554,,
8,2018/6/1 0:40,89,0.107228916,0.107228916,,
9,2018/6/1 0:45,85,0.102409639,0.102409639,,
10,2018/6/1 0:50,84,0.101204819,0.101204819,,
11,2018/6/1 0:55,83,0.1,0.1,,
12,2018/6/1 1:00,85,0.102409639,0.102409639,,
13,2018/6/1 1:05,84,0.101204819,0.101204819,,
14,2018/6/1 1:10,84,0.101204819,0.101204819,,
15,2018/6/1 1:15,84,0.101204819,0.101204819,,
16,2018/6/1 1:20,83,0.1,0.1,,
17,2018/6/1 1:25,82,0.098795181,0.098795181,,
18,2018/6/1 1:30,82,0.098795181,0.098795181,,
19,2018/6/1 1:35,82,0.098795181,0.098795181,,
20,2018/6/1 1:40,82,0.098795181,0.098795181,,
21,2018/6/1 1:45,82,0.098795181,0.098795181,,
22,2018/6/1 1:50,82,0.098795181,0.098795181,,
23,2018/6/1 1:55,82,0.098795181,0.098795181,,
24,2018/6/1 2:00,81,0.097590361,0.097590361,,
25,2018/6/1 2:05,81,0.097590361,0.097590361,,
26,2018/6/1 2:10,80,0.096385542,0.096385542,,
27,2018/6/1 2:15,80,0.096385542,0.096385542,,
28,2018/6/1 2:20,79,0.095180723,0.095180723,,
29,2018/6/1 2:25,80,0.096385542,0.096385542,,
30,2018/6/1 2:30,81,0.097590361,0.097590361,,
31,2018/6/1 2:35,78,0.093975904,0.093975904,,
32,2018/6/1 2:40,78,0.093975904,0.093975904,,
33,2018/6/1 2:45,78,0.093975904,0.093975904,,
34,2018/6/1 2:50,78,0.093975904,0.093975904,,
35,2018/6/1 2:55,77,0.092771084,0.092771084,,
36,2018/6/1 3:00,77,0.092771084,0.092771084,,
37,2018/6/1 3:05,77,0.092771084,0.092771084,,
38,2018/6/1 3:10,78,0.093975904,0.093975904,,
39,2018/6/1 3:15,78,0.093975904,0.093975904,,
40,2018/6/1 3:20,78,0.093975904,0.093975904,,
41,2018/6/1 3:25,77,0.092771084,0.092771084,,
42,2018/6/1 3:30,76,0.091566265,0.091566265,,
43,2018/6/1 3:35,77,0.092771084,0.092771084,,
44,2018/6/1 3:40,76,0.091566265,0.091566265,,
45,2018/6/1 3:45,76,0.091566265,0.091566265,,
46,2018/6/1 3:50,76,0.091566265,0.091566265,,
47,2018/6/1 3:55,75,0.090361446,0.090361446,,
48,2018/6/1 4:00,75,0.090361446,0.090361446,,
49,2018/6/1 4:05,75,0.090361446,0.090361446,,
50,2018/6/1 4:10,75,0.090361446,0.090361446,,
51,2018/6/1 4:15,75,0.090361446,0.090361446,,
52,2018/6/1 4:20,75,0.090361446,0.090361446,,
53,2018/6/1 4:25,75,0.090361446,0.090361446,,
54,2018/6/1 4:30,74,0.089156627,0.089156627,,
55,2018/6/1 4:35,74,0.089156627,0.089156627,,
56,2018/6/1 4:40,76,0.091566265,0.091566265,,
57,2018/6/1 4:45,76,0.091566265,0.091566265,,
58,2018/6/1 4:50,75,0.090361446,0.090361446,,
59,2018/6/1 4:55,76,0.091566265,0.091566265,,
60,2018/6/1 5:00,76,0.091566265,0.091566265,,
61,2018/6/1 5:05,77,0.092771084,0.092771084,,
62,2018/6/1 5:10,77,0.092771084,0.092771084,,
63,2018/6/1 5:15,77,0.092771084,0.092771084,,
64,2018/6/1 5:20,76,0.091566265,0.091566265,,
65,2018/6/1 5:25,77,0.092771084,0.092771084,,
66,2018/6/1 5:30,78,0.093975904,0.093975904,,
67,2018/6/1 5:35,77,0.092771084,0.092771084,,
68,2018/6/1 5:40,77,0.092771084,0.092771084,,
69,2018/6/1 5:45,76,0.091566265,0.091566265,,
70,2018/6/1 5:50,76,0.091566265,0.091566265,,
71,2018/6/1 5:55,77,0.092771084,0.092771084,,
72,2018/6/1 6:00,78,0.093975904,0.093975904,,
73,2018/6/1 6:05,78,0.093975904,0.093975904,,
74,2018/6/1 6:10,77,0.092771084,0.092771084,,
75,2018/6/1 6:15,78,0.093975904,0.093975904,,
76,2018/6/1 6:20,78,0.093975904,0.093975904,,
77,2018/6/1 6:25,78,0.093975904,0.093975904,,
78,2018/6/1 6:30,80,0.096385542,0.096385542,,
79,2018/6/1 6:35,78,0.093975904,0.093975904,,
80,2018/6/1 6:40,79,0.095180723,0.095180723,,
81,2018/6/1 6:45,76,0.091566265,0.091566265,,
82,2018/6/1 6:50,79,0.095180723,0.095180723,,
83,2018/6/1 6:55,79,0.095180723,0.095180723,,
84,2018/6/1 7:00,81,0.097590361,0.097590361,,
85,2018/6/1 7:05,84,0.101204819,0.101204819,,
86,2018/6/1 7:10,85,0.102409639,0.102409639,,
87,2018/6/1 7:15,83,0.1,0.1,,
88,2018/6/1 7:20,84,0.101204819,0.101204819,,
89,2018/6/1 7:25,87,0.104819277,0.104819277,,
90,2018/6/1 7:30,92,0.110843373,0.110843373,,
91,2018/6/1 7:35,95,0.114457831,0.114457831,,
92,2018/6/1 7:40,99,0.119277108,0.119277108,,
93,2018/6/1 7:45,102,0.122891566,0.122891566,,
94,2018/6/1 7:50,112,0.134939759,0.134939759,,
95,2018/6/1 7:55,118,0.142168675,0.142168675,,
96,2018/6/1 8:00,123,0.148192771,0.148192771,,
97,2018/6/1 8:05,128,0.154216867,0.154216867,,
98,2018/6/1 8:10,136,0.163855422,0.163855422,,
99,2018/6/1 8:15,140,0.168674699,0.168674699,,
100,2018/6/1 8:20,144,0.173493976,0.173493976,,
101,2018/6/1 8:25,147,0.177108434,0.177108434,,
102,2018/6/1 8:30,153,0.184337349,0.184337349,,
103,2018/6/1 8:35,154,0.185542169,0.185542169,,
104,2018/6/1 8:40,158,0.190361446,0.190361446,,
105,2018/6/1 8:45,170,0.204819277,0.204819277,,
106,2018/6/1 8:50,176,0.212048193,0.212048193,,
107,2018/6/1 8:55,186,0.224096386,0.224096386,,
108,2018/6/1 9:00,189,0.227710843,0.227710843,,
109,2018/6/1 9:05,196,0.236144578,0.236144578,,
110,2018/6/1 9:10,203,0.244578313,0.244578313,,
111,2018/6/1 9:15,211,0.254216867,0.254216867,,
112,2018/6/1 9:20,221,0.26626506,0.26626506,,
113,2018/6/1 9:25,230,0.277108434,0.277108434,,
114,2018/6/1 9:30,234,0.281927711,0.281927711,,
115,2018/6/1 9:35,240,0.289156627,0.289156627,,
116,2018/6/1 9:40,242,0.291566265,0.291566265,,
117,2018/6/1 9:45,240,0.289156627,0.289156627,,
118,2018/6/1 9:50,247,0.297590361,0.297590361,,
119,2018/6/1 9:55,254,0.306024096,0.306024096,,
120,2018/6/1 10:00,264,0.318072289,0.318072289,,
121,2018/6/1 10:05,271,0.326506024,0.326506024,,
122,2018/6/1 10:10,275,0.331325301,0.331325301,,
123,2018/6/1 10:15,285,0.343373494,0.343373494,,
124,2018/6/1 10:20,292,0.351807229,0.351807229,,
125,2018/6/1 10:25,299,0.360240964,0.360240964,,
126,2018/6/1 10:30,312,0.375903614,0.375903614,,
127,2018/6/1 10:35,317,0.381927711,0.381927711,,
